data;value;label
04/02/2025;5.71;Histórico
05/02/2025;5.8;Histórico
06/02/2025;5.78;Histórico
07/02/2025;5.75;Histórico
10/02/2025;5.78;Histórico
11/02/2025;5.77;Histórico
12/02/2025;5.77;Histórico
13/02/2025;5.77;Histórico
14/02/2025;5.72;Histórico
17/02/2025;5.70;Histórico
18/02/2025;5.71;Forecast
19/02/2025;5.72;Forecast
20/02/2025;5.70;Forecast
